permission_risk,usage_risk,orphan_risk,temporal_risk,admin_access,full_access_policies,policy_count,unused_permissions_pct,api_calls_7d,services_used,inactive_days,unusual_hour_access,new_source_ip,failed_auth_attempts,sensitive_actions,cross_service_access,identity_type,risk_score
75,59,89,47,0,1,0,88,23,1,81,0,0,0,3,6,IAM User,90.19
27,5,42,37,0,2,3,99,26,9,58,1,0,1,1,4,IAM Role,70.54
98,41,68,37,0,0,0,58,29,11,24,0,0,0,3,6,IAM Role,74.35
41,93,88,88,0,3,6,34,26,4,115,1,0,2,1,2,IAM User,90.2
86,39,54,76,0,1,3,66,27,9,146,0,0,1,1,8,IAM Role,93.96
4,57,5,16,0,1,0,64,20,6,38,0,1,2,4,2,AWS Service Identity,47.41
66,61,22,49,0,0,8,93,28,2,120,0,0,4,1,0,IAM User,68.37
45,71,21,37,0,2,7,11,18,6,143,0,0,2,3,0,IAM User,65.95
46,88,92,65,0,1,8,52,19,6,100,0,0,1,5,0,IAM User,88.81
26,15,91,5,0,0,8,71,21,5,103,0,1,2,0,1,AWS Service Identity,52.52
98,52,48,72,0,0,0,35,19,14,30,0,0,0,0,0,IAM User,71.84
39,53,89,74,0,0,6,84,21,6,173,0,0,3,0,3,AWS Service Identity,70.3
85,15,24,22,0,0,7,6,28,10,173,0,0,0,2,10,IAM User,77.68
42,68,68,15,0,0,7,10,32,0,128,0,0,1,0,1,IAM Role,51.99
4,11,39,63,0,0,2,79,19,5,163,0,0,0,3,7,IAM User,64.54
88,46,24,25,0,2,3,12,22,14,109,0,0,2,5,9,IAM User,84.6
18,33,25,95,0,0,8,42,25,14,119,0,0,1,2,8,AWS Service Identity,66.26
27,15,42,78,0,1,0,28,24,15,150,0,0,2,5,3,IAM User,76.33
86,83,34,96,0,1,5,69,29,0,6,0,0,2,1,0,IAM Role,72.75
90,24,21,54,0,0,7,1,20,13,39,0,1,2,0,4,Unknown,79.52
92,25,33,94,0,0,7,36,36,4,36,0,0,2,2,6,Unknown,82.68
43,86,12,1,0,4,5,99,26,0,114,0,0,3,1,8,AWS Service Identity,74.25
76,88,97,29,0,0,6,37,27,1,43,0,0,1,3,1,IAM User,72.93
33,3,38,0,0,1,8,60,25,12,70,1,1,0,3,3,IAM Role,55.16
74,28,10,68,0,0,6,99,20,9,89,0,0,1,0,6,AWS Service Identity,61.31
50,71,58,51,0,0,1,61,21,9,134,0,0,1,0,7,IAM User,81.13
5,78,89,29,0,2,2,76,21,14,93,0,0,0,2,3,IAM User,74.19
42,100,36,30,0,0,2,96,27,1,4,0,0,2,1,9,AWS Service Identity,63.84
47,56,85,65,0,0,3,62,32,1,124,0,1,1,0,8,IAM User,82.42
25,0,61,18,0,2,3,84,19,14,77,0,0,0,6,3,IAM Role,72.46
37,88,74,51,0,0,1,51,22,9,20,0,0,3,1,5,Unknown,79.79
50,16,29,61,0,1,6,82,28,12,117,0,0,2,2,5,IAM Role,72.3
5,12,3,24,1,1,0,64,29,8,48,0,0,0,0,7,IAM User,46.02
15,68,34,23,0,0,7,34,22,2,83,0,0,0,1,3,IAM User,46.9
77,60,93,35,0,0,5,56,22,8,175,0,1,2,3,3,IAM User,86.71
35,6,79,59,0,1,8,33,12,15,43,0,0,0,2,4,IAM User,70.89
61,17,79,25,1,0,0,40,26,1,160,1,1,0,1,2,AWS Service Identity,70.24
57,59,88,38,0,2,2,29,21,2,84,0,0,4,4,6,AWS Service Identity,81.13
55,25,37,54,0,0,8,49,25,5,168,0,0,2,2,10,IAM User,75.2
41,69,32,18,0,1,4,35,24,7,153,0,0,2,4,3,IAM User,72.54
48,41,93,57,0,1,5,63,22,10,150,1,0,3,0,9,AWS Service Identity,83.82
83,59,57,13,0,0,0,37,23,2,37,0,0,0,0,5,IAM User,59.15
97,47,30,14,0,0,6,49,31,14,143,0,0,1,1,1,IAM Role,75.58
25,36,28,23,0,1,2,14,13,2,66,1,0,1,0,5,IAM User,40.14
67,34,88,28,0,0,8,39,17,3,164,0,1,3,3,5,IAM Role,76.87
97,70,5,3,0,0,3,35,15,15,179,0,0,3,0,0,IAM User,78.75
0,51,6,97,0,1,1,97,30,6,110,1,0,0,2,5,IAM Role,69.5
79,60,74,31,0,1,5,45,28,9,165,1,1,2,2,1,IAM User,97.81
50,58,0,81,0,0,4,2,32,6,96,0,0,1,1,8,IAM Role,59.04
97,20,17,91,0,2,4,31,26,4,6,0,0,1,2,5,IAM User,77.01
58,92,100,80,0,0,8,73,17,8,158,0,0,0,1,3,IAM User,86.05
84,56,42,83,0,0,3,16,17,12,95,0,0,3,3,0,IAM Role,80.26
16,72,73,10,0,0,3,16,21,0,7,0,0,0,2,6,IAM User,39.7
14,89,49,37,0,2,5,37,22,14,11,0,1,1,0,7,IAM User,71.52
93,93,9,75,0,0,1,36,27,2,130,0,0,3,0,4,IAM User,75.14
53,67,18,58,0,0,7,48,25,14,167,0,1,5,0,9,IAM User,93.62
56,79,76,0,0,0,2,3,33,15,126,1,0,3,1,2,IAM User,81.12
17,47,9,57,0,1,2,72,31,14,79,1,0,1,2,8,AWS Service Identity,65.94
22,74,60,81,0,2,0,21,24,10,55,0,0,1,2,5,IAM User,80.65
82,32,35,83,0,1,3,71,24,14,75,0,0,1,0,3,AWS Service Identity,71.51
30,71,37,38,0,1,5,57,31,13,58,0,0,2,2,3,Unknown,76.1
59,8,96,23,0,0,6,20,18,10,49,0,0,0,5,4,IAM User,64.58
31,92,61,31,0,1,8,47,33,14,23,0,0,1,1,0,IAM Role,66.94
26,24,62,29,0,1,7,3,23,5,102,0,0,1,1,7,AWS Service Identity,54.14
16,66,35,35,0,2,2,70,20,13,39,0,0,4,2,4,IAM Role,74.53
93,1,38,30,0,0,7,30,24,14,26,0,0,2,2,7,IAM User,69.57
94,15,69,46,0,1,1,38,28,10,49,0,0,1,2,5,IAM User,66.74
11,99,3,4,0,1,1,15,25,1,144,1,0,2,5,10,IAM User,68.45
35,84,23,27,0,0,3,36,27,3,103,0,0,2,4,0,IAM Role,63.71
56,22,60,31,1,1,4,39,20,2,88,0,0,0,2,5,Unknown,74.21
38,13,62,15,0,1,1,22,21,8,107,0,0,4,2,5,Unknown,63.89
72,82,9,88,0,0,8,98,21,6,102,1,1,2,1,2,IAM User,90.29
26,100,79,68,0,0,2,28,22,13,90,0,0,2,1,7,IAM Role,81.37
5,17,54,92,0,3,3,18,23,4,152,0,0,0,1,3,IAM User,62.51
34,67,24,56,0,1,5,55,25,2,132,0,1,0,1,8,AWS Service Identity,66.12
60,28,75,11,0,1,3,32,25,9,33,0,0,3,1,10,IAM User,67.61
18,75,100,91,1,1,3,45,23,2,147,0,0,3,3,9,AWS Service Identity,94.87
82,42,42,46,0,0,8,73,25,14,31,1,0,4,1,6,AWS Service Identity,79.75
1,12,28,69,0,1,3,7,24,1,14,0,0,1,1,7,IAM User,34.88
6,32,30,38,0,0,1,51,28,7,76,0,0,4,0,9,IAM User,53.34
51,54,59,49,0,2,6,2,25,15,71,0,0,3,1,10,AWS Service Identity,77.46
51,80,4,49,0,1,6,4,22,8,142,0,0,0,3,7,IAM User,79.5
29,2,48,28,0,0,1,9,18,12,125,0,1,2,1,10,IAM Role,66.56
26,96,2,56,0,0,7,16,17,6,10,0,1,2,0,10,AWS Service Identity,54.67
7,65,3,74,0,1,3,35,31,12,90,1,0,2,0,1,IAM Role,60.21
66,88,43,2,0,0,1,94,22,11,143,0,1,0,1,5,IAM User,86.15
38,93,75,13,0,1,1,91,15,8,132,0,0,1,0,3,IAM User,74.3
11,15,89,85,0,2,6,10,27,1,90,1,1,0,2,10,IAM User,81.01
40,9,8,57,0,0,1,100,25,15,111,0,0,2,2,8,Unknown,83.89
94,78,24,98,0,1,4,64,26,0,101,0,0,2,1,9,IAM User,88.78
26,18,42,61,0,0,6,55,30,5,41,1,1,3,1,3,IAM User,68.61
90,14,57,65,0,0,7,80,25,10,102,0,0,3,2,9,IAM User,94.38
26,47,99,90,0,0,4,48,25,12,122,0,0,3,0,0,Unknown,83.59
18,92,69,66,0,0,8,26,21,8,10,1,0,0,3,10,IAM User,72.89
26,80,54,33,0,2,2,53,16,6,125,0,0,2,2,2,AWS Service Identity,69.17
32,52,6,53,0,1,7,73,29,6,45,0,0,1,1,5,IAM Role,54.57
12,19,8,23,1,0,2,68,21,15,1,0,0,2,0,7,AWS Service Identity,42.69
59,33,15,33,0,0,0,17,29,5,136,0,0,0,1,8,Unknown,68.43
33,69,66,68,0,1,6,94,18,13,70,0,0,1,0,2,AWS Service Identity,66.35
72,15,33,15,0,1,6,28,26,0,74,0,0,2,0,6,AWS Service Identity,48.3
49,52,24,67,0,3,8,82,27,10,113,0,0,1,0,5,IAM User,80.58
44,1,67,58,0,0,8,31,36,10,101,1,0,3,0,8,AWS Service Identity,61.94
47,32,82,31,0,1,0,6,19,10,112,0,0,0,0,3,IAM Role,64.33
15,25,44,4,0,2,5,100,19,6,171,0,0,1,1,8,IAM Role,63.53
72,68,89,71,0,2,6,59,32,11,117,0,0,1,1,6,AWS Service Identity,99.06
10,92,74,83,0,1,5,21,19,7,8,0,0,1,3,8,Unknown,79.05
72,14,72,73,0,1,0,0,29,9,40,0,0,1,0,9,IAM Role,69.28
100,80,87,42,0,0,0,13,23,14,81,0,0,0,0,4,IAM User,81.37
77,66,18,66,0,3,6,17,24,10,85,0,0,0,0,4,IAM User,80.03
45,97,76,41,0,0,7,93,24,11,65,1,0,0,5,8,IAM User,93.93
31,92,96,36,0,0,1,17,28,15,33,0,0,2,2,8,IAM User,81.44
88,10,100,33,0,3,0,16,22,3,19,0,0,2,3,9,IAM User,84.8
25,75,58,21,0,1,3,84,21,9,26,1,0,1,3,6,IAM User,82.07
48,59,76,97,0,0,2,88,27,10,172,0,0,4,0,6,IAM User,95.5
77,11,89,67,0,2,8,21,29,11,71,0,1,4,3,0,AWS Service Identity,82.67
93,25,86,17,0,0,8,65,30,2,174,0,0,0,0,5,IAM User,70.08
93,93,90,87,1,2,5,53,23,12,60,0,0,0,0,2,AWS Service Identity,100.0
8,54,84,15,0,1,8,58,25,3,56,0,0,1,2,9,IAM Role,54.9
90,34,38,59,0,2,2,31,31,6,88,1,0,2,0,1,IAM User,82.09
11,32,73,16,0,1,8,75,17,11,171,0,0,1,0,8,IAM User,72.14
59,84,41,36,0,0,4,88,26,4,101,1,0,2,2,9,IAM User,87.94
93,28,80,66,0,0,4,73,31,2,6,0,0,4,0,5,Unknown,78.03
66,16,81,100,0,1,0,91,20,10,49,0,0,0,1,7,IAM User,87.74
95,57,94,100,0,0,1,11,17,4,177,0,0,1,0,6,IAM Role,92.11
34,100,59,90,0,1,1,66,18,13,27,0,0,2,1,7,AWS Service Identity,77.98
31,18,47,23,0,2,4,100,26,14,151,0,0,3,1,7,Unknown,86.13
32,25,16,9,0,0,1,54,16,5,168,0,0,1,1,2,IAM User,50.29
35,47,64,91,0,1,0,95,33,11,38,0,0,2,1,7,IAM User,78.12
68,20,57,93,0,0,5,35,24,3,101,0,0,3,1,9,IAM User,78.45
45,65,52,28,0,3,7,90,33,14,108,0,0,2,0,3,IAM User,90.14
74,25,68,1,0,2,0,94,33,3,143,0,0,0,0,3,IAM User,75.14
42,12,85,65,0,2,5,62,21,14,144,0,1,4,2,3,IAM Role,92.65
31,26,15,7,0,0,8,71,22,12,10,0,0,2,0,10,AWS Service Identity,45.85
19,93,43,4,0,1,3,52,21,5,57,0,0,2,1,9,IAM Role,58.16
55,94,72,94,0,0,1,32,30,13,170,0,0,3,1,3,IAM Role,90.97
90,51,82,50,0,0,0,54,18,10,64,0,0,0,0,10,IAM User,76.96
86,40,78,11,0,1,8,97,28,10,44,0,0,2,1,8,AWS Service Identity,79.25
25,82,80,66,0,0,3,1,16,6,113,0,1,1,2,4,IAM Role,75.24
48,19,86,37,0,0,0,20,23,3,35,0,0,2,0,9,AWS Service Identity,52.74
71,66,97,54,0,0,7,50,29,11,26,1,0,2,1,10,AWS Service Identity,82.83
61,68,61,90,0,1,7,34,19,0,144,0,1,1,1,9,IAM User,89.86
6,71,25,24,0,0,6,63,32,5,21,0,0,0,1,5,IAM User,48.87
59,22,56,65,0,1,0,36,28,2,161,0,0,2,0,2,IAM User,72.27
3,72,71,83,0,0,0,66,30,0,45,0,0,2,1,1,IAM User,55.61
11,61,10,42,0,1,1,10,22,0,19,0,0,3,1,9,AWS Service Identity,50.59
66,88,76,97,0,3,1,33,21,1,134,0,1,1,1,8,IAM User,100.0
10,17,54,45,0,2,4,69,27,15,31,0,0,2,2,7,AWS Service Identity,61.06
34,61,94,46,0,1,3,47,30,12,66,0,0,2,5,0,IAM Role,77.51
59,83,21,89,0,2,6,72,25,15,63,0,0,0,1,10,IAM User,95.27
66,28,91,64,0,0,0,64,27,1,91,0,0,1,2,1,IAM User,66.08
45,75,45,87,0,2,6,33,18,15,85,0,0,0,2,6,IAM Role,88.86
9,10,57,79,0,0,8,43,24,9,35,1,0,0,2,10,IAM Role,60.96
80,72,66,71,0,1,1,97,30,12,42,1,0,2,1,2,IAM User,95.76
95,61,58,24,0,1,5,97,27,13,35,0,0,1,0,5,IAM User,80.44
89,19,91,40,0,0,4,3,14,4,10,0,0,0,5,9,IAM Role,68.4
75,6,16,87,0,1,0,71,20,11,117,0,0,3,2,2,IAM User,71.3
40,75,73,62,0,2,2,49,27,10,85,0,0,1,4,1,AWS Service Identity,85.74
88,24,98,28,0,1,7,0,22,6,19,0,0,2,3,5,IAM User,78.47
49,50,22,33,0,1,7,64,25,7,59,0,0,0,4,8,IAM User,72.13
13,6,25,78,1,2,3,2,18,3,120,0,0,2,1,6,IAM User,64.87
85,97,47,17,1,1,0,32,28,2,51,0,0,0,1,4,IAM Role,65.54
32,55,73,11,0,1,2,69,26,14,72,0,1,1,1,7,IAM Role,71.87
94,94,96,77,0,1,7,82,27,11,134,0,0,1,0,0,IAM User,100.0
37,16,80,29,0,0,5,41,22,9,121,0,0,0,2,3,Unknown,63.71
87,20,80,77,0,2,3,81,24,11,126,1,0,1,1,9,IAM User,98.35
54,61,44,53,0,1,0,84,17,6,69,0,1,1,3,4,IAM User,76.51
47,61,65,100,0,1,7,45,20,3,87,0,0,1,2,10,IAM User,84.11
29,79,21,53,0,0,4,17,21,15,153,0,0,1,0,6,IAM User,69.34
84,93,46,87,0,2,4,66,19,15,157,0,0,1,2,10,IAM Role,100.0
6,83,19,85,0,0,7,1,29,3,10,0,1,2,0,6,IAM User,61.24
47,14,2,21,0,1,5,90,19,12,151,0,0,0,2,4,IAM Role,64.68
37,31,86,100,0,0,8,39,30,7,161,0,0,0,2,10,IAM User,82.9
54,92,81,75,0,0,5,76,29,11,170,0,0,1,3,2,Unknown,100.0
25,55,51,10,0,0,3,74,24,1,48,1,0,3,1,4,IAM User,49.34
67,87,1,0,1,0,8,47,21,7,90,1,0,0,1,7,AWS Service Identity,60.03
38,56,9,27,0,1,5,98,23,1,7,0,1,0,1,9,IAM User,54.87
19,5,11,1,0,1,6,80,25,13,19,0,1,0,1,2,IAM User,47.87
19,47,72,36,0,1,2,89,18,6,101,0,0,1,4,10,AWS Service Identity,72.89
70,83,20,100,1,1,6,9,24,4,37,1,0,0,3,4,IAM Role,80.28
26,66,25,48,1,2,5,48,22,11,40,0,0,0,0,3,AWS Service Identity,59.16
31,13,86,2,0,1,0,96,34,15,53,0,0,1,1,1,IAM User,56.71
63,21,88,49,0,2,2,82,34,5,83,1,0,2,2,0,IAM Role,76.04
33,86,77,22,0,1,8,45,20,11,27,0,0,2,3,6,AWS Service Identity,76.56
39,98,31,86,0,0,5,7,22,11,145,0,0,1,1,6,IAM Role,75.77
24,76,58,9,0,1,6,28,15,7,120,0,0,1,2,1,IAM User,68.07
34,9,20,77,0,0,1,57,19,12,143,0,0,4,3,9,IAM Role,71.2
